  1.0000000E-10  -1.000000    
  0.8333333      -1.000000    
   1.666667      -1.000000    
   2.500000      -1.000000    
   3.333333      -1.000000    
   4.166667     -0.9999800    
   5.000000     -0.9996803    
   5.833333     -0.9991809    
   6.666667     -0.9978023    
   7.500000     -0.9953648    
   8.333333     -0.9883520    
   9.166667     -0.9823180    
   10.00000     -0.9674528    
   10.83333      0.9422578    
   11.66667      0.9195004    
   12.50000      0.7609192    
   13.33333     -0.7469729    
   14.16667      2.6713280E-02
   15.00000      0.1634965    
   15.83333      0.1202398    
   16.66667     -6.5154843E-02
   17.50000     -8.9110881E-03
   18.33333      3.8761236E-02
   19.16667     -1.4005994E-02
   20.00000      1.3106892E-02
   20.83333     -3.1748250E-02
   21.66667     -1.7062940E-02
   22.50000      1.1688313E-02
   23.33333     -2.0819178E-02
   24.16667      6.9930218E-04
   25.00000      7.5124884E-03
   25.83333     -7.0729274E-03
   26.66667     -4.8351642E-03
   27.50000      5.5344664E-03
   28.33333      1.9780209E-03
   29.16667     -5.7142852E-03
   30.00000      7.5724255E-03
   30.83333      1.1048951E-02
   31.66667     -6.1938073E-03
   32.50000      3.6963059E-03
   33.33333      1.0989008E-03
   34.16667      1.8981026E-03
   35.00000      1.6243756E-02
   35.83333      3.2967031E-03
   36.66667     -7.7922078E-04
   37.50000      3.4565434E-03
   38.33333     -5.0749243E-03
   39.16667     -7.4525508E-03
