  1.0000000E-10  0.0000000E+00
  0.8333333      0.0000000E+00
   1.666667      0.0000000E+00
   2.500000      0.0000000E+00
   3.333333      0.0000000E+00
   4.166667      1.1018329E-02
   5.000000      0.1469111    
   5.833333      0.3223617    
   6.666667      0.7559799    
   7.500000       1.412845    
   8.333333       3.171001    
   9.166667       4.368331    
   10.00000       7.272521    
   10.83333       11.61464    
   11.66667       14.94564    
   12.50000       26.50799    
   13.33333       34.48874    
   14.16667       45.64738    
   15.00000       55.31385    
   15.83333       59.77789    
   16.66667       60.06174    
   17.50000       58.07496    
   18.33333       57.27342    
   19.16667       55.90876    
   20.00000       54.67073    
   20.83333       52.36969    
   21.66667       50.90432    
   22.50000       49.40545    
   23.33333       47.64745    
   24.16667       46.32293    
   25.00000       44.69103    
   25.83333       43.47523    
   26.66667       42.11876    
   27.50000       40.83293    
   28.33333       39.82981    
   29.16667       38.81791    
   30.00000       37.66542    
   30.83333       36.70498    
   31.66667       35.70113    
   32.50000       34.79720    
   33.33333       33.97238    
   34.16667       33.12441    
   35.00000       32.46932    
   35.83333       31.67286    
   36.66667       30.99185    
   37.50000       30.27282    
   38.33333       29.65069    
   39.16667       28.99685    
