  1.0000000E-10  0.0000000E+00
  0.8333333      0.0000000E+00
   1.666667      0.0000000E+00
   2.500000      0.0000000E+00
   3.333333      0.0000000E+00
   4.166667      1.2928201E-02
   5.000000      0.1436467    
   5.833333      0.2644949    
   6.666667      0.5303626    
   7.500000      0.8392410    
   8.333333       1.500859    
   9.166667       1.973446    
   10.00000       2.686074    
   10.83333       3.438790    
   11.66667       4.016346    
   12.50000       4.786321    
   13.33333       5.127573    
   14.16667       5.283784    
   15.00000       5.054400    
   15.83333       4.667075    
   16.66667       4.249094    
   17.50000       3.914804    
   18.33333       3.552908    
   19.16667       3.263020    
   20.00000       2.982977    
   20.83333       2.753644    
   21.66667       2.538889    
   22.50000       2.339461    
   23.33333       2.178015    
   24.16667       2.012604    
   25.00000       1.892733    
   25.83333       1.761078    
   26.66667       1.667440    
   27.50000       1.563893    
   28.33333       1.452507    
   29.16667       1.370790    
   30.00000       1.301039    
   30.83333       1.218215    
   31.66667       1.162070    
   32.50000       1.104018    
   33.33333       1.044207    
   34.16667      0.9984105    
   35.00000      0.9470898    
   35.83333      0.9039683    
   36.66667      0.8630786    
   37.50000      0.8208035    
   38.33333      0.7939348    
   39.16667      0.7553959    
